energy_mad,energy_max,energy_mean,energy_median,energy_min,energy_number,energy_std,energy_summ,f0_mad,f0_max,f0_mean,f0_median,f0_min,f0_number,f0_nz_mad,f0_nz_max,f0_nz_mean,f0_nz_median,f0_nz_min,f0_nz_number,f0_nz_std,f0_nz_summ,f0_std,f0_summ,long_sil_mad,long_sil_max,long_sil_mean,long_sil_median,long_sil_min,long_sil_number,long_sil_rate1,long_sil_rate2,long_sil_std,long_sil_summ,phone_conf_mad,phone_conf_max,phone_conf_mean,phone_conf_median,phone_conf_min,phone_conf_number,phone_conf_std,phone_conf_summ,phone_count,phone_duration_mad,phone_duration_max,phone_duration_mean,phone_duration_median,phone_duration_min,phone_duration_number,phone_duration_std,phone_duration_summ,phone_freq,phrase_num_disfluency_phrases,response_duration,sil_mad,sil_max,sil_mean,sil_median,sil_min,sil_number,sil_rate1,sil_rate2,sil_std,sil_summ,total_duration,word_conf_mad,word_conf_max,word_conf_mean,word_conf_median,word_conf_min,word_conf_number,word_conf_std,word_conf_summ,word_count,word_distinctword_duration_mad,word_duration_max,word_duration_mean,word_duration_median,word_duration_min,word_duration_number,word_duration_std,word_duration_summ,word_freq,word_num_disfluencyword_num_disfluency_baseline,word_num_repeat,npvi_v,cci_c,varco_V,varco_P,v_num,num_consonants,rpvi,v_std_dev,phones_num,mean_v_dur,varco_C,speech_rate,c_sum_dur_sec,rpvi_c,v_sum_dur_sec,num_nucleus,c_num,npvi_c,mean_c_dur,v_to_c_ratio,p_std_dev,cci,p_sum_variance,mean_p_dur,status,cci_v,c_std_dev,npvi,sum_dur_sec,rpvi_v,percent_v,level
0.043028678188622424,0.20019088685512543,0.031023656949400902,0.00013022373605053872,4.410555266076699e-05,703,0.05266185477375984,21.80963134765625,115.23442238948452,710.665266784037,88.18715076973126,0.0,0.0,703,59.19349926030945,710.665266784037,248.97818068723325,261.6255653005986,65.40639132514966,249,84.43984017319812,61995.56699112108,129.24841625456463,61995.56699112108,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2002683673469389,0.9995,0.7700357142857142,0.7784,0.0043,14,0.26774903656527443,10.780499999999998,14,0.036950000000000004,0.1774,0.1380785714285714,0.13403333333333334,0.096525,14,0.03736712593095883,1.9330999999999998,6.127987393854505,"{'well': 0, 'you know': 0, 'i mean': 0, 'like': 0}",2.2845999999999997,0.0,0.3045000000000001,0.3045000000000001,0.3045000000000001,0.3045000000000001,1,0.43771338527532166,0.2,0.0,0.3045000000000001,7.0791875,0.29671200000000003,0.9995,0.67854,0.7784,0.0043,5,0.36746806446275027,3.3927,5,0.0,0.5322,0.38662,0.3861,0.1608,5,0.13970228917236824,1.9331,2.1885669263766085,0.0,0,0.15947102889970857,0.01783717948717955,29.15514120248586,27.110829554003622,7,7,0.021955128205128304,44.85923406519151,14,153.86388888888888,29.071023113081058,3.621126687703688,1.009916666666667,0.01783717948717955,0.9231833333333332,7,7,0.1287477109344113,168.3194444444445,1.0,40.31380354680339,0.04629679487179496,21127.63583333335,148.70000000000002,1,0.012181410256410254,48.93218459825409,0.15947102889970913,1.9331000000000003,0.02195512820512821,47.756625799665464,1
0.014195159934032923,0.062477532774209976,0.012288364581763744,0.0009811284253373742,0.0002280334010720253,696,0.016925202682614326,8.552701950073242,136.5764416218506,378.64263238750516,112.09575868963209,0.0,0.0,696,17.40815929663671,378.64263238750516,286.83326488229386,285.30470202322215,245.51937137864914,272,22.939564094382803,78018.64804798394,140.68754006957388,78018.64804798394,0.0,2.9397,2.9397,2.9397,2.9397,1,0.15174276566364697,0.14285714285714285,0.0,2.9397,0.31415086505190315,0.9999,0.4471529411764706,0.2775,0.0346,17,0.3483672117982049,7.6016,17,0.0819294117647059,0.5787,0.18930000000000002,0.16075,0.10715000000000001,17,0.11451534703210024,3.2181000000000006,2.5796270162819988,"{'well': 0, 'you know': 0, 'i mean': 0, 'like': 0}",6.5901000000000005,1.2537000000000003,2.9397,1.686,1.686,0.4322999999999999,2,0.30348553132729394,0.2857142857142857,1.2537000000000003,3.372,7.008,0.3651795918367347,0.9999,0.4661571428571428,0.2775,0.0346,7,0.3885072489014582,3.2630999999999997,7,0.0,0.6429,0.45972857142857143,0.5321,0.2893,7,0.13386634821221302,3.2181,1.0621993596455288,0.0,0,0.11232559003673581,0.02547166666666667,37.69644275880327,37.05217253585803,8,8,0.020113333333333375,71.068565012561,16,188.5285714285715,37.69644275880326,3.0309918920966887,1.3197,0.02011333333333333,1.3197000000000005,8,8,0.11232559003673587,188.52857142857144,1.0,65.19700279409578,0.07285499999999996,63759.73759999998,175.95999999999998,1,0.010056666666666669,71.06856501256095,0.11232559003673612,2.6393999999999997,0.020113333333333337,50.00000000000002,1
0.005913268047499942,0.0823763906955719,0.004632675088942051,0.0005648966762237251,0.00025752795045264065,1004,0.009928754530847073,4.651206016540527,36.95401475844083,2068.9643150591514,19.08530391845401,0.0,0.0,1004,537.3702814982171,2068.9643150591514,598.8014104414946,219.99999999999997,204.08500572708806,32,664.2644370061447,19161.645134127826,158.51723945234878,19161.645134127826,0.0,6.5945,6.5945,6.5945,6.5945,1,0.10246951531919256,0.2,0.0,6.5945,0.14096528925619836,0.9992,0.8876272727272727,0.9976,0.6938,11,0.146520672391361,9.7639,11,0.07110743801652891,0.5137,0.14008181818181817,0.0856,0.0642,11,0.12278800147321044,1.5409,7.138685183983387,"{'well': 0, 'you know': 0, 'i mean': 0, 'like': 1}",1.5408999999999997,0.0,6.5945,6.5945,6.5945,6.5945,1,0.10246951531919256,0.2,0.0,6.5945,10.08,0.19505599999999998,0.9992,0.8360200000000001,0.9976,0.4906,5,0.20919235550086435,4.1801,5,0.0,1.6236,0.6329,0.5137,0.1926,5,0.516535853547457,3.1645,0.5123475765959628,0.0,0,0.37535300095020585,0.010164999999999992,87.78555996020143,84.11739300898242,5,6,0.09578500000000001,196.10196775609495,11,223.38750000000002,36.421816717594396,3.2448569018106292,0.6473499999999999,0.010164999999999992,0.8935500000000001,5,6,0.1054945054945054,129.46999999999997,0.8333333333333334,129.61649088754103,0.059395,168004.34710000004,154.09000000000003,1,0.052172500000000004,47.155326104269456,0.37535300095020585,1.5409000000000004,0.09578500000000001,57.98883769225777,1
0.014859820230216479,0.21317943930625916,0.01195539627224207,0.0009905998595058918,0.00010248409671476111,991,0.028382189571857452,11.847797393798828,108.11454605545173,517.2410787647879,80.92259451733584,0.0,0.0,991,35.178336387789415,517.2410787647879,243.75164488352527,231.73942791006385,105.64102395561046,329,70.84430402074352,80194.29116667982,121.830900683367,80194.29116667982,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1564,0.4316,0.31429999999999997,0.4316,0.0797,3,0.16588725086636405,0.9429,3,0.1610888888888889,0.7248,0.4831666666666667,0.36235,0.36235,3,0.17086056856070944,1.4495,1.8476319517152182,"{'well': 0, 'you know': 0, 'i mean': 0, 'like': 0}",1.6237000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.9526875,0.17595,0.4316,0.25565,0.25565,0.0797,2,0.17595,0.5113,2,0.0,0.7248,0.72475,0.72475,0.7247,2,4.999999999999449e-05,1.4495,1.2317546344768122,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.022245903091737067,0.19694265723228455,0.01389844249933958,0.00017478308291174471,0.00010065019159810618,996,0.03616166487336159,13.842848777770996,54.86112797274952,351.2512899969259,31.046411057305985,0.0,0.0,996,23.84450999563563,351.2512899969259,266.57090873342037,261.6255653005986,208.85526660911424,116,30.78649684000185,30922.225413076765,86.15438289012353,30922.22541307676,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.13920546875,0.6205,0.39369375,0.3174,0.2564,16,0.15073894847031907,6.2991,16,0.056201562499999996,0.363,0.13819375,0.11068571428571429,0.0861,16,0.085532421047362,2.2111,7.236217267423449,"{'well': 0, 'you know': 0, 'i mean': 0, 'like': 0}",2.211100000000002,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.008,0.12730000000000002,0.6205,0.41420000000000007,0.38995,0.2564,4,0.14068018694898016,1.6568000000000003,4,0.0,0.7748,0.552775,0.589,0.2583,4,0.20986491339668958,2.2111,1.8090543168558635,0.0,0,0.04000684077931952,0.00821758241758244,19.986549784240477,12.06556324015095,6,8,0.003960439560439652,25.748957609176784,14,128.83142857142857,16.57546699154866,4.0401319776446005,0.8409428571428581,0.003960439560439583,0.6441571428571429,6,8,0.04000684077931892,120.13469387755116,0.75,13.783513821498607,0.03639340659340671,2469.8082924767605,114.23846153846162,1,0.001980219780219826,19.91288652907152,0.04000684077931952,1.485100000000001,0.003960439560439652,43.374664524755396,1
0.026604434231539943,0.21496249735355377,0.02036130614578724,0.0026008165441453457,0.00018416416423860937,1001,0.03653077408671379,20.381668090820312,137.49102962168004,1604.6315798624612,105.70546901021638,0.0,0.0,1001,59.67930607955655,1604.6315798624612,302.3176413692189,276.3844037370901,187.14677540918822,350,115.96950766031686,105811.17447922661,159.64148526571046,105811.1744792266,0.0,0.5637,0.5637,0.5637,0.5637,1,0.3737619136609979,0.16666666666666666,0.0,0.5637,0.4325066666666667,0.9996,0.66454,0.9862,0.0121,15,0.4589138071577276,9.9681,15,0.06833866666666663,0.5158,0.14078666666666664,0.12895,0.04835,15,0.11215371812333681,2.1117999999999997,5.606428704914968,"{'well': 0, 'you know': 0, 'i mean': 0, 'like': 0}",2.6755000000000004,0.0,0.5637,0.5637,0.5637,0.5637,1,0.3737619136609979,0.16666666666666666,0.0,0.5637,10.057125,0.4288666666666667,0.9996,0.6646,0.974,0.0121,6,0.455077703987645,3.9875999999999996,6,0.0,0.5322,0.3519666666666667,0.3385,0.1934,6,0.14315935953412975,2.1118,2.242571481965988,0.0,0,0.15337705094867787,0.014259615384615412,38.34452247244591,44.655774075896595,7,7,0.017992307692307856,53.82612342069591,14,140.37499999999991,51.509186627456124,4.385964912280701,0.7537500000000005,0.012400000000000045,0.8422499999999995,7,7,0.10618713759685836,125.62500000000007,1.0,54.82355032702383,0.04526923076923086,39073.081715976296,122.76923076923079,1,0.02355769230769225,64.7084157007418,0.15337705094867893,1.5960000000000003,0.017992307692307686,52.77255639097741,1
0.004070954076175032,0.02496294677257538,0.0032485928386449814,0.00042032357305288315,0.0003020161238964647,696,0.005225749220699072,2.2610206604003906,75.85482329291762,283.6614678567074,47.05432888758526,0.0,0.0,696,17.27717126641668,283.6614678567074,242.59120670932847,246.94165062806206,205.2672581380976,135,19.71399238904508,32749.812905759343,96.31323692749902,32749.81290575934,0.0,4.4184,4.4184,4.4184,4.4184,1,0.14673083695269398,0.16666666666666666,0.0,4.4184,0.261140625,0.9986,0.46966874999999997,0.4407,0.007,16,0.32905818770916107,7.5146999999999995,16,0.112175,0.7251,0.1498,0.07501666666666666,0.0643,16,0.17497794980130113,2.3968,2.3476933912431037,"{'well': 0, 'you know': 0, 'i mean': 0, 'like': 0}",6.8152,0.0,4.4184,4.4184,4.4184,4.4184,1,0.14673083695269398,0.16666666666666666,0.0,4.4184,7.008,0.3518333333333333,0.9986,0.4642,0.3107,0.007,6,0.3941109403877711,2.7852,6,0.0,0.7251,0.39946666666666664,0.38575000000000004,0.1929,6,0.1732861474235286,2.3968,0.8803850217161638,0.0,0,0.09697961867192631,0.009888461538461556,37.40668509109931,35.65644299249062,6,8,0.00988846153846156,40.88550680457154,14,109.29999999999998,36.35585778660028,4.911591355599212,0.6751000000000001,0.009888461538461556,0.5464999999999999,6,8,0.09697961867192656,96.44285714285716,0.75,33.50608519971273,0.03049743589743591,14594.550690335309,93.96923076923079,1,0.004944230769230766,35.062627988191224,0.0969796186719266,1.2216000000000005,0.009888461538461532,44.73641126391615,1
0.035053722549807466,0.22416570782661438,0.023952191695570946,0.00010684421431506053,4.7240679123206064e-05,703,0.04900500550866127,16.838390350341797,79.31757457422894,405.81912517781325,55.76025492568294,0.0,0.0,703,75.07858387914757,405.81912517781325,193.1007842992863,221.27444703492776,65.40639132514966,203,80.38966638060987,39199.459212755115,97.59236546244354,39199.45921275511,0.3539500000000003,1.2698000000000005,0.9158500000000002,0.9158500000000002,0.5618999999999998,2,0.45038958699274867,0.4,0.3539500000000003,1.8317000000000003,0.399319526627219,0.9998,0.6416153846153847,0.9141,0.1225,13,0.4116119267281405,8.341000000000001,13,0.07508165680473372,0.5322,0.1921230769230769,0.14157999999999998,0.09655,13,0.11034534254467553,2.4976,2.9275323154528663,"{'well': 0, 'you know': 0, 'i mean': 0, 'like': 0}",4.440600000000001,0.3539500000000003,1.2698000000000005,0.9158500000000002,0.9158500000000002,0.5618999999999998,2,0.45038958699274867,0.4,0.3539500000000003,1.8317000000000003,7.0791875,0.27325600000000005,0.9998,0.80564,0.9948,0.1225,5,0.3430866048099226,4.0282,5,0.0,0.7079,0.4995200000000001,0.5322,0.1931,5,0.16764211165456014,2.4976000000000003,1.1259739674818716,0.0,0,0.22131122679348947,0.02581416666666659,59.809984565384454,55.759298499677826,7,6,0.06587083333333349,152.79557073611159,13,255.46833333333333,35.00024472471483,2.802690582959641,0.9647900000000003,0.021520833333333256,1.53281,7,6,0.11575567123793301,192.95800000000006,1.1666666666666667,116.05368661066278,0.06496166666666678,161621.49811111117,208.13333333333335,1,0.032935416666666724,67.53577221591527,0.2213112267934897,2.4976000000000003,0.06587083333333345,61.371316463805236,1
0.013233760307575095,0.11154698580503464,0.009792730212211609,0.0008715842268429697,0.00024116852728184313,696,0.01943921111524105,6.81574010848999,69.97053621259937,270.8517709358815,42.644039583160385,0.0,0.0,696,18.12970998132786,270.8517709358815,237.442012399037,238.52991146631203,182.87233715141332,125,22.62685032205503,29680.251549879624,91.64563208781043,29680.251549879627,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25390408163265304,0.9998,0.5139714285714285,0.5492,0.0168,14,0.32194102483123793,7.1956,14,0.06397959183673471,0.5321,0.15408571428571433,0.1286,0.08573333333333333,14,0.10946252363997759,2.1572000000000005,6.17283950617284,"{'well': 0, 'you know': 0, 'i mean': 0, 'like': 0}",2.268,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.008,0.29779999999999995,0.9998,0.5763999999999999,0.5492,0.0168,5,0.35245824149819505,2.8819999999999997,5,0.0,0.5321,0.43144,0.5144,0.2572,5,0.11799628129733582,2.1572,2.2045855379188724,0.0,0,0.20326202956888104,0.012451282051282252,78.3044490206197,68.8560248330596,7,7,0.04678717948717965,162.51653369512837,14,207.54444444444445,27.908959621532414,3.244947153717781,0.9119333333333337,0.012451282051282252,1.2452666666666667,7,7,0.09211264482899369,151.98888888888897,1.0,114.25862828452017,0.06469358974358994,169715.44378698198,165.93846153846158,1,0.029534615384615284,42.418517629215785,0.20326202956888276,2.157200000000001,0.04678717948717944,57.72606465170899,1
0.02884346988785219,0.29725879430770874,0.01870313473045826,0.0002349506685277447,0.00011367542174411938,996,0.045914262533187866,18.62832260131836,33.34908447261221,266.19869962824436,18.351208914210915,0.0,0.0,996,45.78837863113002,266.19869962824436,200.85498987422056,225.1422562392905,74.26924703925044,91,53.207917659269626,18277.804078554072,60.06519934471647,18277.804078554072,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.288775,0.8423,0.26475000000000004,0.10740000000000001,0.0019,8,0.34439536509657037,2.1180000000000003,8,0.08072499999999999,0.2583,0.11299999999999999,0.08071249999999999,0.032275,8,0.09274422320284967,0.9039999999999999,8.849557522123895,"{'well': 0, 'you know': 0, 'i mean': 0, 'like': 0}",0.9039999999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.008,0.297575,0.8423,0.40497500000000003,0.38785,0.0019,4,0.3223058126608951,1.6199000000000001,4,0.0,3.3575,1.065375,0.38744999999999996,0.1291,4,1.3306926718348606,4.2615,0.9386366302944973,0.0,0,0.2667020656799206,0.03459464285714283,58.33451598687412,77.92799170306337,4,4,0.03228928571428589,106.72785820765175,8,182.95833333333326,99.7388394106601,4.424778761061949,0.35512499999999964,0.0322892857142857,0.5488749999999998,4,4,0.222244072712972,118.37499999999989,1.0,100.63843499938463,0.07149464285714285,70896.66219387755,129.14285714285705,1,0.034594642857142956,118.0658511523688,0.26670206567992133,0.9039999999999995,0.03228928571428589,60.716261061946916,1
